P01-20240204-142301-1 | press and release the button on the panel of the oven in order to switch the oven on
P01-20240204-142301-181 | Pick up the mesh containing the two onions from the countertop.
P01-20240204-142301-182 | Return the mesh to the shelf under the countertop, this action is mostly off screen
P01-20240204-142301-183 | pick up a knife from the drainer using the right hand. The action is occluded by the water jug so the picking up of the knife can't be seen.
P01-20240204-142301-184 | Cut the end of the onion by holding the onion with the left hand, holding the knife with the right hand, and then cutting the end in sawing-like motion.
P01-20240204-142301-185 | turn the onion the other way
P01-20240204-142301-186 | Cut the other end of the onion by holding the onion with the left hand, holding the knife with the right hand, cutting the onion's end with sawing-like motion.
P01-20240204-142301-187 | peel the onion by holding the onion with the left hand holding the knife with the right hand and then inserting the knife under the peel the edge of the peel and then pulling out
P01-20240204-142301-188 | throw the peel on the chopping board
P01-20240204-142301-189 | put the onion on the chopping board
P01-20240204-142301-190 | cut the onion into two halves by holding the onion with the left hand holding the knife with the right hand and slicing the knife throw the center of the onion until it hits the chopping board
P01-20240204-142301-191 | turn the onion to its side
P01-20240204-142301-192 | continue slicing throw the onion by passing the knife throw the part of the onion that has not separated
P01-20240204-142301-193 | put the knife on the chopping board
P01-20240204-142301-194 | Break the onion into two halves by holding the two halves using the hands and then separating them. Most of the onion has already been cut, this is just separating the two halves, cutting the remaining bit of peel that hasn't separated fully throw pulling the two halves apart.
P01-20240204-142301-195 | Put down one half on the counter top.
P01-20240204-142301-196 | Remove a tiny bit of peel from the onion using the right hand's thumb.
P01-20240204-142301-197 | peel the first half of the onion by holding the edge of the peel with the left hand and pulling it out
P01-20240204-142301-198 | Put down the peeled onion on the counter top next to the chopping board.
P01-20240204-142301-199 | remove one peel of the onion that has been accidentally left out and put it on the chopping board moving the onion and the countertop in the process
P01-20240204-142301-200 | pick up the second half of onion from the chopping board.
P01-20240204-142301-201 | Peel the onion by holding the edge of the peel and pulling it out.
P01-20240204-142301-202 | peel more of the onion by pinching the edge of the peel using the index finger and thumb and pulling it out
P01-20240204-142301-203 | Peel another layer of the onion by pinching the edge of the layer with the right hand and pulling it out.
P01-20240204-142301-204 | put the peeled second half of the onion on the countertop
P01-20240204-142301-205 | pick up the knife from the chopping board
P01-20240204-142301-206 | move some of the peel that has fallen onto the countertop and put it back on the chopping board.
P01-20240204-142301-207 | Pick up the chopping board with the peel from the countertop using both hands holding the knife with the right hand.
P01-20240204-142301-208 | Open the food waste bin using the right hand by lifting it up, the hand is also holding the knife.
P01-20240204-142301-209 | position the chopping board on top of the food waste bin tilting it to drop the peel into the food waste bin
P01-20240204-142301-211 | Slide the remaining single peel using the knife into the food waste bin from the chopping board.
P01-20240204-142301-210 | slide the peel from the chopping board into the food waste bin by holding the knife at the top of the chopping board and then sliding down to the end of the chopping board so all the peel falls into the food waste bin.
P01-20240204-142301-212 | Pick up one peel that has fallen onto the countertop and throw it in the food waste bin.
P01-20240204-142301-213 | close the food waste bin by pulling its lid back, allowing it to drop in place and close.
P01-20240204-142301-214 | Put the chopping board back on the counter top.
P01-20240204-142301-215 | Pick up the garlic clove from the countertop.
P01-20240204-142301-216 | peel the garlic clove by holding the clove with the left hand holding the knife with the right hand then cutting the end of the clove and peeling the peel away pulling the peel away
P01-20240204-142301-217 | peel the remaining of the clove by using the knife, cutting the edge, slicing the edge of the peel and pulling out.
P01-20240204-142301-218 | put the peeled garlic clove on the chopping board
P01-20240204-142301-219 | Pick the other garlic clove from the countertop using the left hand.
P01-20240204-142301-220 | Peel the garlic clove by cutting its end using the knife and then pulling away the peel to peel the second garlic clove.
P01-20240204-142301-221 | Use the index and thumb to pinch the remaining peel on the garlic clove and pulling it out.
P01-20240204-142301-222 | Pinch and remove the remaining peel of the garlic clove using the knife.
P01-20240204-142301-223 | put the second peeled garlic clove on the chopping board
P01-20240204-142301-224 | Move the two peeled garlic cloves from the chopping board to the counter top.
P01-20240204-142301-225 | pick the chopping board from the countertop using both hands
P01-20240204-142301-226 | Open the food waste bin using the right hand.
P01-20240204-142301-227 | position the chopping board on top of the food waste bin, tilting it to throw the garlic peel.
P01-20240204-142301-228 | slide the knife across the chopping board, across the width of the chopping board, from top to bottom to drop all the garlic peel from the chopping board into the food waste bin.
P01-20240204-142301-229 | close the food waste bin by pulling its lid down.
P01-20240204-142301-230 | Put the chopping board on the counter top.
P01-20240204-142301-231 | pick up one half of onion that has been peeled from the countertop and put it on the chopping board
P01-20240204-142301-232 | slice the half onion into thin slices using the knife, holding the onion with the left hand, holding the knife with the right hand, slice across the width of the onion into thin slices moving the left hand across
P01-20240204-142301-233 | Gather the slices together to form back what looks like half the onion and rotate it 90 degrees to slice the other way around.
P01-20240204-142301-234 | Cut the already sliced onion in the other direction, moving vertically across the onion and cutting more in a sawing like motion as the onion has already been cut.
P01-20240204-142301-235 | Rotate the remaining part of the onion 90 degrees to ease the cutting of the remaining pieces.
P01-20240204-142301-236 | gather the remaining pieces again using the left hand
P01-20240204-142301-237 | Continue cutting the remaining pieces, holding them with the left hand and slicing in a sawing-like motion with the knife.
P01-20240204-142301-238 | Using the left-hand index finger, slide the onion that stuck to the knife back onto the chopping board.
P01-20240204-142301-239 | Pick up some of the pieces that have fallen onto the countertop and put back onto the chopping board.
P01-20240204-142301-241 | Using the knife, move the already chopped onions to the left side of the chopping board by sliding the knife on the surface of the chopping board, putting them to one side so that you use the empty part of the chopping board to slice the other half of the onion.
P01-20240204-142301-240 | pick up the second half of the onion that has already been peeled from the countertop using the left hand
P01-20240204-142301-242 | put the second half of the onion on the chopping board holding it with the left hand
P01-20240204-142301-243 | Slice the onion vertically into pieces across its width by holding the half onion, which is being placed on the chopping board on its flat surface. Holding it using the left hand, holding the knife with the right hand, slicing in one straight cuts into thin slices and going across the width of the onion from right to left, moving the left hand in doing so.
P01-20240204-142301-244 | gather and rotate the already sliced onion ninety degrees so that to start cutting in the other direction using the left hand
P01-20240204-142301-245 | Cut the onion horizontally across its length by holding the sliced onion that has been gathered with the left hand tightly, holding the knife with the right hand and cutting throw the onion in straight cuts or sawing like motion, going across the onion from right to left.
P01-20240204-142301-246 | Tilt the remaining onion pieces 90 degrees to ease the cutting of the remaining part of the onion.
P01-20240204-142301-247 | Continue cutting the onion pieces that are remaining.
P01-20240204-142301-248 | Cut any pieces that are distributed around the chopping board that haven't been chopped into smaller pieces by going around the chopping board holding the piece and cutting it using the knife.
P01-20240204-142301-249 | Using the left-hand index, slide the onion that stuck onto the knife back on the chopping board.
P01-20240204-142301-250 | Pick up an onion piece that has fallen onto the floor by bending and picking up the piece with the left hand.
P01-20240204-142301-251 | open the food waste bin
P01-20240204-142301-252 | throw the onion into the food waste bin
P01-20240204-142301-253 | Dry the right hand by touching the edge of the towel.
P01-20240204-142301-254 | Pick up a wooden spoon from the cutlery tray of the first drawer. The drawer is already open.
P01-20240204-142301-255 | Close the drawer using the left hand. This action is off-screen.
P01-20240204-142301-256 | Put the wooden spoon on the countertop next to the hob and next to the package with minced meat.
P01-20240204-142301-257 | open the lower cupboard using the right hand holding the handle then hold the door with the left hand from the top
P01-20240204-142301-258 | Lift some pots on the upper shelf of the cupboard using the right hand.
P01-20240204-142301-259 | Pick a pan from the upper shelf which was under the pots by holding it from its handle using the left hand.
P01-20240204-142301-260 | return the pots by putting them down with the right hand onto the upper shelf
P01-20240204-142301-261 | pick up a lid from a pile of lids on the upper shelf of the cupboard
P01-20240204-142301-262 | check the fitness of the lid to the pan,
P01-20240204-142301-263 | return the lid as it is too small
P01-20240204-142301-264 | open the second door of the cupboard,
P01-20240204-142301-265 | pick another lid from the upper shelf from a pile of lids using the right hand
P01-20240204-142301-266 | test the fitness of the lid to the pan is too big
P01-20240204-142301-267 | return the lid to the upper shelf of the cupboard
P01-20240204-142301-268 | move another lid on the upper shelf of the cupboard using the right hand
P01-20240204-142301-269 | Pick another lid from the pile of lids in the upper shelf of the cupboard using the right hand.
P01-20240204-142301-270 | quickly realize it's too small and return it to the upper shelf.
P01-20240204-142301-271 | look around the kitchen for where the right lid is
P01-20240204-142301-272 | check again inside the cupboard.
P01-20240204-142301-273 | pick a lid that's actually too big and test it again on the pan,deciding to use this even if it is too big
P01-20240204-142301-274 | Put the pan on the bottom right burner of the hob using the left hand holding it from its handle.
P01-20240204-142301-275 | find the right lid that's actually sitting on the side of the hob and picking it up using the left hand from its handle
P01-20240204-142301-276 | Test the lid is the right fit by placing it on the pan.
P01-20240204-142301-277 | return the other lid that's in the right hand that's too big into the upper shelf of the cupboard using the right hand.
P01-20240204-142301-278 | close the cupboard door
P01-20240204-142301-281 | put the lid on the other burner, setting it aside to be used later.
P01-20240204-142301-279 | Remove the lid after testing its size by holding it from its handle using the left hand.
P01-20240204-142301-280 | Remove something that stuck onto the lid using the right hand.
P01-20240204-142301-282 | open the food waste bin by lifting its lid with the left hand
P01-20240204-142301-283 | throw whatever was caught from the lid into the food waste bin
P01-20240204-142301-284 | Close the bin by releasing the lid with the left hand.
P01-20240204-142301-285 | move the pan slightly on the hob
P01-20240204-142301-286 | Move the heat diffuser that's on another burner slightly further away from the pan.
P01-20240204-142301-287 | switch on the heat by pressing and holding and then rotating the dial counterclockwise to start the burner
P01-20240204-142301-288 | Pick the vegetable oil bottle from the lower shelf on top of the sink using the right hand.
P01-20240204-142301-289 | open the bottle by holding the bottle with the right hand holding the lid with the left hand and flipping the lid to open it
P01-20240204-142301-290 | Holding the bottle and the lid, tilt the bottle to pour oil onto the pan.
P01-20240204-142301-291 | Close the bottle by pushing the lid back to place using the left hand.
P01-20240204-142301-292 | Put the vegetable oil bottle on the countertop next to the hob.
P01-20240204-142301-293 | pick the knife from the countertop using the right hand
P01-20240204-142301-294 | open the plastic packaging by inserting the blade of the knife into the edge of the plastic packaging, stabbing the packaging and then sliding the knife across the edge of the package to break the package open.
P01-20240204-142301-295 | Put down the knife on the counter top.
P01-20240204-142301-296 | Peel the plastic covering by holding the edge of the covering using the left hand and then pulling it out while holding the packaging itself with the right hand to steady it.
P01-20240204-142301-297 | Pick up the knife from the countertop using the right hand.
P01-20240204-142301-298 | rotate the package ninety degrees using the left hand
P01-20240204-142301-299 | cut the minced meat inside the plastic packaging into slices, basically separating it from one another, using the knife, holding the packaging with the left hand, the knife with the right hand, and then doing some thick slicing of the meat by cutting vertically across the packaging from right to left with the knife, repeating until the package all has been cut.
P01-20240204-142301-300 | Put down the knife on the countertop.
P01-20240204-142301-301 | lift the edge of the pan using the left hand holding it from its handle to distribute the oil inside the pan across its bottom
P01-20240204-142301-302 | move a bit of onion pieces at the edge of the chopping board back on the chopping board not to fall as the chopping board is being transferred.
P01-20240204-142301-303 | Pick up the chopping board with the chopped onion on it, using both hands from the countertop, carefully to ensure the onion doesn't fall off the chopping board.
P01-20240204-142301-304 | Pick up the wooden spoon from the countertop next to the hob.
P01-20240204-142301-305 | position the chopping board on top of the pan
P01-20240204-142301-306 | Using the wooden spoon, slide the onion off the chopping board so they fall into the pan by using the spoon and sliding across the surface of the chopping board in parts so the chopped onion falls into the pan.
P01-20240204-142301-307 | Start stirring the onion in the pan to distribute it and coat it with the oil using the wooden spoon.
P01-20240204-142301-308 | Rest the wooden spoon on the pan.
P01-20240204-142301-309 | pinch a piece of onion that has not been chopped fully from the pan using the right hand by using the index and thumb picking it from the pan
P01-20240204-142301-310 | put the piece of onion on the chopping board and discard it
P01-20240204-142301-311 | pick up the wooden spoon that was resting on the pan,
P01-20240204-142301-312 | Continue stirring the onion pieces chopped in the pan by moving them around with the wooden spoon to coat them with oil.
P01-20240204-142301-313 | rest the wooden spoon on the pan
P01-20240204-142301-314 | open the lid of the food waste bin by pulling it up
P01-20240204-142301-315 | Using the hand, slide the piece of onion that was picked from the pan into the food waste bin by positioning the chopping board at the right place and then using the hand to slide the onion piece into the food waste bin.
P01-20240204-142301-316 | Close the food waste when using the right hand. This action is off screen.
P01-20240204-142301-317 | put the chopping board on the countertop next to the sink.
P01-20240204-142301-318 | pick up the wooden spoon
P01-20240204-142301-319 | stir the onion in the pan.
P01-20240204-142301-320 | hit the wooden spoon against the rim of the pan to drop any onion that stuck to it into the pan
P01-20240204-142301-321 | slide the wooden spoon on the rim of the pan to drop a piece of onion that stuck it into the pan
P01-20240204-142301-322 | hit the wooden spoon once again on the rim of the pan
P01-20240204-142301-323 | Put the wooden spoon on the counter top next to the hob.
P01-20240204-142301-324 | touch the towel on the handrail of the oven, drying a bit of the left hand.
P01-20240204-142301-325 | Pick up the wooden spoon from the countertop.
P01-20240204-142301-326 | Continue stirring the onion pieces chopped in the pan by moving them across the pan with the wooden spoon.
P01-20240204-142301-327 | Heat the wooden spoon against the rim of the pan to drop any onion that stuck to it into the pan.
P01-20240204-142301-328 | slide the wooden spoon across the rim of the pan to drop on the and stuck to it back into the pan
P01-20240204-142301-329 | Put the wooden spoon on the counter top next to the hob.
P01-20240204-142301-330 | Pick the food processor's bowl from the drainer using the right hand.
P01-20240204-142301-331 | Put the bowl on the food processing motor, inserting it into the centerpiece and rotating it clockwise to lock it in place.
P01-20240204-142301-332 | open the lower cupboard sliding it outside pulling it with the right hand
P01-20240204-142301-333 | Pick up the two parts of the juicer for the food processor from the lower shelf of the cupboard using the right hand.
P01-20240204-142301-334 | close the cupboard by pushing it back in
P01-20240204-142301-335 | put the juicer on the food processor bowl and rotate it clockwise to lock it in place
P01-20240204-142301-336 | Pick up the scale from the countertop.
P01-20240204-142301-337 | put the scale on the upper shelf
P01-20240204-142301-338 | pick up the spatula from the chopping board
P01-20240204-142301-339 | move the chopping board slightly to the left with a knife on top
P01-20240204-142301-340 | put the spatula in the sink to be washed
P01-20240204-142301-341 | Pick up the four oranges that are on the upper shelf using both hands. Each hand is picking up two oranges.
P01-20240204-142301-342 | Put the oranges on the countertop next to the chopping board. First the oranges in the right hand then the left hand.
P01-20240204-142301-343 | pick up the knife on the chopping board
P01-20240204-142301-344 | put the knife in the sink to wash it
P01-20240204-142301-345 | Pick up the wooden spoon from the countertop next to the hob.
P01-20240204-142301-346 | Stir the onion pieces in the pan by moving them around using the wooden spoon, holding the pan with the left hand from the handle to steady it.
P01-20240204-142301-347 | Hit the wooden spoon against the rim of the pan to drop any onion pieces stuck to it back into the pan.
P01-20240204-142301-348 | put the wooden spoon on top of the plastic packaging with minced meat
P01-20240204-142301-349 | Pick the garlic glove peeled from the countertop using the right hand and place it in the left hand.
P01-20240204-142301-350 | Pick the second garlic clove from the countertop using the right hand.
P01-20240204-142301-351 | open the second drawer
P01-20240204-142301-352 | Move the chopping boards in the second drawer to check what's under these looking for the garlic presser.
P01-20240204-142301-353 | close the second drawer this action is mostly off screen
P01-20240204-142301-354 | pick up the pot on in the drainer to look under it
P01-20240204-142301-355 | Pick up the garlic presser from the drainer from under a pile of pots using the right hand.
P01-20240204-142301-356 | Put the pot on the countertop that's been removed from the drainer using the left hand.
