P01-20240203-123350-1 | Lift the plate that's covering the bowl of yeast to check the progress of the yeast fermentation.
P01-20240203-123350-82 | Spread the poured oil on the surface of the dough to cover it using the right hand, by moving the hand around the dough inside the small bowl.
P01-20240203-123350-83 | Put down the oil bottle on the countertop using the left hand next to the empty bowl.
P01-20240203-123350-84 | Rotate the small bowl using the left hand to help with spreading the oil evenly on the surface of the dough using the right hand.
P01-20240203-123350-85 | Pick up the empty bowl from the countertop using the left hand.
P01-20240203-123350-86 | Position the right hand on top of the bowl with the left hand, so any dripping oil from the hand would not fall on the floor, as the bowl and the hand are moved towards the sink to be washed.
P01-20240203-123350-87 | Open the tap.
P01-20240203-123350-88 | Rinse the right hand off dough stuck to it by scrubbing both hands against one another, under the water from the tap. This action is performed on top of the empty bowl so the water off washing the hand is used to soak the bowl inside the sink.
P01-20240203-123350-89 | Close the tap.
P01-20240203-123350-90 | Dry both hands using the edge of the towel that is on the rail of the oven. Some of this action is off-screen.
P01-20240203-123350-91 | Pick up the blue towel off the handrail of the oven. This action is off screen.
P01-20240203-123350-92 | Cover the bowl with dough using the blue towel. Using both hands, stretch the towel on top of the bowl, covering it fully, just stopping air from accessing the dough.
P01-20240203-123350-93 | Open the second drawer.
P01-20240203-123350-94 | Close the second drawer as couldn't find what I'm looking for.
P01-20240203-123350-95 | Open the third drawer.
P01-20240203-123350-96 | Close the third drawer, again couldn't find what I'm looking for.
P01-20240203-123350-97 | Pick up the white towel off the rail of the oven.
P01-20240203-123350-98 | Cover the bowl which is already covered with the blue towel with the bigger white towel, again stopping the air from accessing the dough, during proofing.
P01-20240203-123350-99 | Pick up the bowl covered with the towels by holding the towel against the edge of the bowl and picking it up, with both hands.
P01-20240203-123350-100 | Open the oven's door.
P01-20240203-123350-101 | Insert the bowl covered with towels inside the oven, sliding it in. Notice that the oven is actually switched off. This is just to leave the dough in a relatively warm place during proofing.
P01-20240203-123350-102 | Close the oven's door.
P01-20240203-123350-103 | Pick up the water filter jug from the top of the hob. This was left there during the kneading of the dough, but as this is not the right place for it, it should be now put on the right place on the counter top.
P01-20240203-123350-104 | slightly move the small notebook using the right hand on the countertop, emptying space for the water filter jug to be placed on the countertop.
P01-20240203-123350-105 | Open the lower cupboard using the right hand holding the handle.
P01-20240203-123350-106 | Pick up a pan from the upper shelf of the cupboard. The right hand is used to hold a pot that was supported with the pan, picking it up slightly to take the pan out of the shelf, using the left hand, holding it from its handle.
P01-20240203-123350-107 | Close the cupboard. This action is off screen but could be heard.
P01-20240203-123350-108 | Place the pan on the hob.
P01-20240203-123350-109 | Pick up a mesh containing two onions from a shelf under the countertop using the right hand.
P01-20240203-123350-110 | Pick up a dirty glass that was used to weigh flour from the chopping board on the countertop.
P01-20240203-123350-111 | Place the dirty glass inside the sink.
P01-20240203-123350-112 | move the bag of flour from the chopping board to the countertop, holding it from its open top to also close it slightly.
P01-20240203-123350-113 | Take one onion out of the mesh of onions. First hold the mesh to drop the onion but the opening of the mesh isn't at the end. Then place the mesh on the countertop and slide one onion out of the opening.
P01-20240203-123350-114 | Put the onion on the chopping board.
P01-20240203-123350-115 | take the other onion out of the mesh, holding the end of the mesh with the left hand, allowing the other onion to slide into the opening of the mesh and out of the mesh.
P01-20240203-123350-116 | Put the empty mesh on the countertop.
P01-20240203-123350-117 | Put the second onion on the chopping board.
P01-20240203-123350-118 | get a knife from the wooden board holding multiple knives. Hold the knife from its handle and get it off the magnetic chopping board by pulling it away from the board.
P01-20240203-123350-121 | Hold one of the onions using the left hand to prep for chopping it.
P01-20240203-123350-119 | Move the chopping board slightly to the left on the countertop.
P01-20240203-123350-120 | Move the other knife that was on the chopping board to the countertop next to the chopping board, leaving it there, since it won't be used in chopping the onions.
P01-20240203-123350-122 | Chop one end of the onion using the knife, holding the onion with the left hand and moving the knife in a sawing-like fashion to get rid of one end.
P01-20240203-123350-123 | Turn the onion 180 degrees using the left hand in order to chop the other end.
P01-20240203-123350-124 | Chop the other end of the onion using the knife in a sawing-like motion.
P01-20240203-123350-125 | Rotate the onion again around 90 degrees, placing it on one of its ends on the chopping board. This makes it more stable for further cutting.
P01-20240203-123350-126 | Hold one end of the onion, cut the onion in half using the knife, by pushing the knife down inside the onion. The force is needed as the onion seems to be hard, and the action is repeated twice to cut the onion into halves fully. The left hand is holding the onion tight against the chopping board to keep it steady as the force is being applied.
P01-20240203-123350-127 | separate the two halves using both hands, keeping them next to each other. They are still attached by a little bit of the skin.
P01-20240203-123350-128 | Pick up the other onion off the chopping board so as to center its location in preparing to chop it as well.
P01-20240203-123350-129 | Using the right hand that's also holding the knife, move the already cut halves of the onion to free the center part of the chopping board for chopping the second onion.
P01-20240203-123350-130 | Place the second onion on the chopping board, holding it with the left hand.
P01-20240203-123350-131 | Chop one end of the second onion using the knife in a sawing-like fashion.
P01-20240203-123350-132 | Turn the onion 180 degrees to cut the other end.
P01-20240203-123350-133 | Chop the other end using the knife in a sawing-like fashion.
P01-20240203-123350-134 | Rotate the onion again around 90 degrees, placing one of its cut ends on the chopping board to steady it.
P01-20240203-123350-135 | Cut the onion in half in one go, holding the knife and pushing it through the full onion, dividing it fully into two halves. The sound of the knife hitting the chopping board signals the force applied during the cut.
P01-20240203-123350-136 | Move the chopping board to the left on the countertop. In doing so, the left hand is removing the mesh that is on the countertop to free space for moving the chopping board.
P01-20240203-123350-137 | Leave the knife on the chopping board.
P01-20240203-123350-138 | Open the lid of the trash bin.
P01-20240203-123350-139 | throw the empty mesh into the bin, discarding it, as it's now empty.
P01-20240203-123350-140 | Close the lid of the trash bin. This action is mostly off screen but can be heard.
P01-20240203-123350-141 | Open the second drawer.
P01-20240203-123350-142 | Pick up one chopping board from a pile of chopping boards. As the medium-sized chopping board is the second in the pile, hold the first chopping board with the left hand, hold the second with the right hand, then slide the second one out of the pile, allowing the top chopping board to drop back into the drawer.
P01-20240203-123350-143 | slightly move the salt bottle to free space on the countertop.
P01-20240203-123350-144 | Put the chopping board on the countertop, sliding it to the right, so the chopping board pushes a knife already on the countertop to the right to free additional space.
P01-20240203-123350-145 | Move that knife using the right hand to move it away from the edge of the countertop.
P01-20240203-123350-146 | pick up one half of the onion from the other chopping board.
P01-20240203-123350-147 | Peel the skin off the onion by holding the onion with the left hand, pinching one end of the peel with the right hand and then peeling it off, repeating the pinching and peeling multiple times until all this skin has been removed, allowing the peel to fall onto the chopping board.
P01-20240203-123350-148 | Put the peeled onion on the clean chopping board in preparing for it to be chopped.
P01-20240203-123350-149 | Pick up the second half of the onion so as to peel it.
P01-20240203-123350-150 | pinch and peel the other onion, holding the onion with the left hand, pinching and peeling with the right hand, allowing the peel to drop on the chopping board.
P01-20240203-123350-151 | Put down the peeled second half of the onion on the clean chopping board.
P01-20240203-123350-152 | Open the fridge.
P01-20240203-123350-153 | Pick up a plastic packet of minced meat from the second shelf of the fridge on the right hand side out of a pile of two packets. Pick up the top packet in the pile
P01-20240203-123350-154 | Hold the packet with both hands, test how much has the mincemeat defrosted.
P01-20240203-123350-155 | Pick up the second packet of minced meat from the second shelf of the fridge.
P01-20240203-123350-156 | Return the first packet that's being held with the left hand back into the fridge, having realized it has not defrosted fully. The second packet will be used instead.
P01-20240203-123350-157 | Close the fridge.
P01-20240203-123350-158 | Put down the plastic package containing minced meat on the countertop next to the hob.
P01-20240203-123350-159 | Touch the knife on the chopping board, using the left hand. Then change your mind and leave it there.
P01-20240203-123350-160 | Open the lower cupboard.
P01-20240203-123350-161 | Open the second door of the lower cupboard.
P01-20240203-123350-162 | Look through the cupboards and realize you're not finding what you're looking for.
P01-20240203-123350-163 | Close the left door of the cupboard.
P01-20240203-123350-164 | Close the right door of the cupboard, this action is off screen.
P01-20240203-123350-165 | Pick up a pot from the drainer.
P01-20240203-123350-166 | Turn the pot upright facing the camera to check it's been cleaned properly.
P01-20240203-123350-167 | Place the pot on the hob on the top right empty burner.
P01-20240203-123350-168 | slightly move the pan on the front burner using the left hand holding it from its handle.
P01-20240203-123350-169 | Point the finger from the right hand at the pan, thinking what to do next.
P01-20240203-123350-170 | Pick up a knife from the chopping board on the countertop.
P01-20240203-123350-171 | Slice the half onion using the knife into thin slices vertically, moving the fingers while the knife progresses to get them away from the knife, while also holding the onion half with the left hand.
P01-20240203-123350-172 | Turn the sliced onion 90 degrees to start chopping it by slicing in the other direction.
P01-20240203-123350-173 | Hold firmly the already sliced onion, slice the onion horizontally, chopping it now into small pieces, The action is slightly messy as the onion is already sliced.
P01-20240203-123350-174 | Chop random pieces of the onion, making them smaller.
P01-20240203-123350-175 | Slide the onion pieces stuck on the knife using the left hand.
P01-20240203-123350-176 | Pick up the chopping board using both hands. The chopping board now contains one chopped half of the onion and another unchopped but peeled second half.
P01-20240203-123350-177 | Return the chopping board to the countertop. Having attempted to add it to the pan, realize the pan hasn't been heated and no oil has yet been added. Leave the knife on the chopping board.
P01-20240203-123350-178 | Pick up the bottle of vegetable oil from the lower shelf on top of the sink, using the right hand.
P01-20240203-123350-179 | Open the lid of the bottle of vegetable oil by holding the bottle with the right hand, holding the lid with the left hand and flipping it upwards. This lid remains attached to the bottle.
P01-20240203-123350-180 | Pour oil from the bottle onto the pan by tilting the bottle, holding it with the right hand.
P01-20240203-123350-181 | Tilt the bottle up to stop pouring, having poured enough oil into the pan.
P01-20240203-123350-182 | Put the bottle of vegetable oil on the countertop next to the hob using the right hand.
P01-20240203-123350-183 | switch on the hob by pressing and holding the dial on the hob then turning it clockwise.
P01-20240203-123350-184 | Open the first drawer.
P01-20240203-123350-185 | Realize that drawer does not contain any wooden spoons. So, leave it.
P01-20240203-123350-186 | Lift the pan that is on the drainer using the left hand to access what's under it.
P01-20240203-123350-187 | Pick up a wooden spoon from the drainer from under the pan using the right hand.
P01-20240203-123350-188 | Move the uncut half of the onion from one chopping board to the other.
P01-20240203-123350-189 | Move the knife from the chopping board to the counter top, so as not to pick it up with the chopped onions.
P01-20240203-123350-190 | Pick up the chopping board containing chopped onions, half an onion from the countertop.
P01-20240203-123350-191 | Put down the wooden spoon next to the hob.
P01-20240203-123350-192 | Hold the right hand on top of the pan to test how hot it has become.
P01-20240203-123350-193 | As it is not yet hot, wait for the pan to heat with the oil further.
P01-20240203-123350-194 | Return the chopping board with chopped onion onto the counter, realizing more time is needed to heat the oil in the pan.
P01-20240203-123350-195 | Open the lower cupboard.
P01-20240203-123350-196 | Open the second door of the lower cupboard.
P01-20240203-123350-197 | Pick up a lid of glass out of a pile of lids from the upper shelf of the lower cupboard using the right hand.
P01-20240203-123350-198 | Hold the lid with the left hand, realize that it is smaller than the size of the pan. By holding it on top of the pan and measuring its relative size.
P01-20240203-123350-199 | Return the lid to the pile of lids in the first shelf of the cupboard.
P01-20240203-123350-200 | Pick up a second lid from the shelf.
P01-20240203-123350-201 | Cover the pan to test the size and fitness of the lid to the pan, then lift it off.
P01-20240203-123350-202 | place the lid that is the right size on the countertop.
P01-20240203-123350-203 | Close the right door of the cupboard, not fully.
P01-20240203-123350-204 | Close the left door of the cupboard.
P01-20240203-123350-205 | pick up the chopping board with chopped onions from the countertop, along with the knife that is on the countertop.
P01-20240203-123350-206 | Using the knife, slide the chopped onions from the chopping board onto the pan, having positioned the chopping board on top of the pan, so any chopped onion that is slide from the board will fall into the pan, sliding it in parts multiple times until all the chopped onion is in the pan.
P01-20240203-123350-207 | Slide the knife on the rim of the pan so stuck onion to the knife will also fall into the pan, performing the action on both sides of the knife by flipping it.
P01-20240203-123350-208 | Put down the chopping board and the knife on the countertop.
P01-20240203-123350-209 | Pick up a clove of garlic from the shelf under the countertop. The garlic is off screen.
P01-20240203-123350-210 | Pick up the knife from the chopping board on the countertop in order to peel the garlic.
P01-20240203-123350-211 | Peel the garlic using the knife. The knife cuts a piece of the peel allowing you to pinch and pull the peel of the garlic clove, the peel falls onto the chopping board.
P01-20240203-123350-212 | Slide the remaining peel attached to the knife using the thumb.
P01-20240203-123350-213 | Put down the knife, on the chopping board.
P01-20240203-123350-214 | Pick up the wooden spoon from the countertop next to the hob in order to prepare to stir the onion inside the pan.
P01-20240203-123350-215 | Stir the onion pieces inside the pan using the wooden spoon, moving the pieces using the garlic in multiple motions, all around the pan.
P01-20240203-123350-216 | Leave the wooden spoon on the pan.
P01-20240203-123350-217 | Put the peeled garlic clove on top of the plastic package of minced meat on the countertop.
P01-20240203-123350-218 | Stir the onion pieces more, again by holding the wooden spoon that was resting on the pan and then moving it all around the pan, stirring the pieces.
P01-20240203-123350-219 | Leave the wooden spoon on the pan.
P01-20240203-123350-220 | Then immediately pick the wooden spoon, realizing I need to stir more, and continue stirring the onion pieces inside the pan.
P01-20240203-123350-221 | Hit the wooden spoon on the rim of the pan to drop any onion pieces that had stuck to the wooden spoon.
P01-20240203-123350-222 | Leave the wooden spoon on the pan.
P01-20240203-123350-223 | Open the second drawer.
P01-20240203-123350-224 | Hold the wooden spoon again and stir the onion pieces in the pan, moving them around.
P01-20240203-123350-225 | Hit the wooden spoon on the rim of the pan to drop any stuck onion pieces on the wooden spoon.
P01-20240203-123350-226 | Stir the onion pieces again in the pan using the wooden spoon moving them around.
P01-20240203-123350-227 | Heat the wooden spoon on the rim of the pan to drop any excess onion pieces.
P01-20240203-123350-228 | Place the wooden spoon on top of the plastic package of the mincemeat. This will avoid any of the oil or dirt from the spoon falling on the countertop and instead it is on the package which will be discarded.
P01-20240203-123350-229 | Open the second drawer.
P01-20240203-123350-230 | Open the first drawer. Note that second drawer is still open.
P01-20240203-123350-231 | Close the first drawer.
P01-20240203-123350-232 | Pick up a pile of two chopping boards and a plastic spoon from the second drawer to look under them in search for a peeler.
P01-20240203-123350-233 | Hold and turn a plastic cover inside the drawer to look under it. The peeler has been found.
P01-20240203-123350-234 | Move the plastic drawer to access the peeler under it, inside the drawer.
P01-20240203-123350-235 | Pick up the peeler from the second drawer.
P01-20240203-123350-236 | return the two chopping boards that have been held with the right hand back to the drawer.
P01-20240203-123350-237 | Close the second drawer.
P01-20240203-123350-238 | Put down the peeler next to the plastic bag of carrots to prep for peeling the carrots.
P01-20240203-123350-239 | Open the first drawer.
P01-20240203-123350-240 | Pick up the scissors from the drawer. This action is off-screen.
P01-20240203-123350-241 | Remove the plastic cover of the scissors. Holding the scissors with the right hand and the cover with the left hand, pull the cover away to remove it.
P01-20240203-123350-242 | Place the scissors on the countertop.
P01-20240203-123350-243 | Move the bottle of olive oil on the countertop further away from the edge.
P01-20240203-123350-244 | pick up the scissors from the countertop
P01-20240203-123350-245 | Hold one edge of the plastic bag of carrots, cut open the plastic bag using the scissors from right to left, only reaching the middle
P01-20240203-123350-246 | Put down the scissors on the countertop, This action is off screen.
P01-20240203-123350-247 | Pick up the wooden spoon from the top of the plastic package of minced meat.
P01-20240203-123350-248 | stir the onion pieces in the pan. The onion is wilting, The motions of staring are quick.
P01-20240203-123350-249 | Heat the wooden spoon on the rim of the pan to drop any pieces stuck to the spoon.
P01-20240203-123350-250 | Put the wooden spoon on top of the plastic package of minced meat.
P01-20240203-123350-251 | Open the first drawer.
P01-20240203-123350-252 | close the first drawer as you can't find what I'm looking for.
P01-20240203-123350-253 | Open the second drawer.
P01-20240203-123350-254 | Pick up the pile of two chopping boards to find something under them.
P01-20240203-123350-255 | Pick up the garlic presser from the second drawer using the right hand.
P01-20240203-123350-256 | Return the two chopping boards to the drawer.
P01-20240203-123350-257 | Close the drawer by pushing it with the leg.
P01-20240203-123350-258 | Open the garlic presser by pulling its two parts exposing the compartment where the garlic clove can be inserted.
P01-20240203-123350-259 | Insert the garlic clove into the compartment inside the garlic presser, holding the presser with the left hand and inserting the garlic clove with the right hand.
P01-20240203-123350-260 | Close the garlic presser by pulling back the second half, pressing the clove inside the compartment.
P01-20240203-123350-261 | Press the garlic clove usnig the garlic presser, holding the two handles of the presser using both hands and pushing them together to press the garlic, having positioned the garlic presser on top of the pan so that any pressed garlic can fall into the pan.
P01-20240203-123350-262 | Pick up the wooden spoon from the top of the plastic package.
P01-20240203-123350-263 | Use the garlic spoon to slide any garlic that is attached to the garlic presser but had been pressed just outside the pores into the pan, holding the spoon and sliding the garlic into the pan.
P01-20240203-123350-264 | Place the wooden spoon on the pan.
P01-20240203-123350-265 | Open the garlic presser again by pulling away one of the handles.
P01-20240203-123350-266 | Using the finger, slide back any garlic that had escaped from the compartment, back inside the compartment of the garlic.
P01-20240203-123350-267 | Close the garlic presser again.
P01-20240203-123350-268 | pick up the wooden spoon from the pan
P01-20240203-123350-269 | Press the remaining garlic using the left hand and pressing the two handles together and slide the pressed garlic using the wooden spoon into the pan at the same time.
P01-20240203-123350-270 | Mix the pressed garlic with the onion inside the pan using the wooden spoon, stirring all the components in all directions.
P01-20240203-123350-271 | Put down the garlic presser on the countertop.
P01-20240203-123350-272 | Heat the wooden spoon on the rim of the pan to drop any garlic or onion that is stuck to it.
P01-20240203-123350-273 | Continue stirring the content of the pan of garlic and onion using the wooden spoon, moving the pieces in all directions.
P01-20240203-123350-274 | Hit the wooden spoon on the rim of the pan to drop any pieces stuck to it.
P01-20240203-123350-275 | Leave the wooden spoon on the pan.
P01-20240203-123350-276 | pick up the knife from the chopping board on the countertop behind. So look quickly behind, get the knife and look again onto the hob.
P01-20240203-123350-277 | Open the plastic package containing minced meat using the knife, holding the package with the left hand to steady it, then stabbing one end of the package with the knife that's being held with the right hand, and sliding the knife across the edge of the packet to open it.
P01-20240203-123350-278 | Put down the knife on the chopping board.
P01-20240203-123350-279 | Pull away the cover of the plastic package containing minced meat. Holding the package with the right hand to steady it and pulling away the cut cover using the left hand, exposing the minced meat.
P01-20240203-123350-280 | Pick up a handful of minced meat from the package using the right hand, steadying the package with the left hand and holding the handful with the right hand.
P01-20240203-123350-281 | On top of the pan, tear apart the handful of minced meat using both hands to divide the minced meat into smaller pieces.
P01-20240203-123350-282 | drop the torn minced meat into the pan.
P01-20240203-123350-283 | pick up a second handful of minced meat from the package, studying the package with the left hand and picking the handful of minced meat with the right hand.
P01-20240203-123350-284 | Tear and drop pieces of minced meat, uncooked, from the hands onto the pan.
P01-20240203-123350-285 | Take another handful of minced meat from the package, lifting the whole thing and then taking a piece.
P01-20240203-123350-286 | Tear and drop pieces of minced meat onto the pan using both hands.
P01-20240203-123350-287 | Take another handful of minced meat from the package using the right hand.
P01-20240203-123350-288 | Tear and drop minced meat pieces or strands onto the pan using both hands.
P01-20240203-123350-289 | Take another handful of mincemeat from the package, using the left hand to steady the package and the right hand to take a part.
P01-20240203-123350-290 | Tear and drop mincemeat on the pan using both hands.
P01-20240203-123350-291 | Take another handful of minced meat from the package.
P01-20240203-123350-292 | Tear and drop minced meat onto the pan.
P01-20240203-123350-293 | Take another handful of minced meat.
P01-20240203-123350-294 | Tear and drop minced meat onto the pan using both hands.
P01-20240203-123350-295 | Take the last handful of minced meat from the package using the right hand, while using the left hand to steady the package.
P01-20240203-123350-296 | Tear and drop the minced meat onto the pan using both hands.
P01-20240203-123350-297 | pick up the wooden spoon from the pan. The wooden spoon has been covered by minced meat. So taking it up from under the minced meat that had been dropped onto the pan.
P01-20240203-123350-298 | Hold the wooden spoon sideways, put the wooden spoon through the minced meat as if slicing it, thus dividing it into even smaller pieces, multiple times going throughout the pan.
P01-20240203-123350-299 | turn the minced meat inside the pan, bringing what's at the bottom to the top, putting what's at the top at the bottom, using the wooden spoon. This way the cooked or slightly cooked minced meat at the bottom of the pan moves up so it doesn't burn and the uncooked minced meat at the top gets the chance to be exposed to the heat.
P01-20240203-123350-300 | continue slicing through the minced meat and turning it multiple times, thus dividing it into more pieces, and also moving the somehow cooked minced meat at the bottom to the top and putting the uncooked closer to the pan. Continue this process until most of the minced meat had been exposed to the bottom of the pan and thus somehow cooked, While doing this, the left hand is holding the handle of the pan and rotating it at times to better access various parts of its content.
P01-20240203-123350-301 | Hit the wooden spoon on the rim of the pan to drop any stuck meat pieces on the pan so that they get cooked.
P01-20240203-123350-302 | put the wooden spoon on the empty package on the countertop. Again, not putting it on the surface, so any dirt on it is not dirtying the surface, but putting it on the empty package, which will eventually be discarded.
P01-20240203-123350-303 | Lower the heat, adjusting the knob on the hob by rotating it using the left hand counterclockwise.
P01-20240203-123350-304 | Pick up the lid from the countertop.
P01-20240203-123350-305 | Cover the pan with minced meat using the lid. This allows now the meat to be cooked slowly while covered, on lower heat. Note that the meat had all mostly browned and thus the first process of browning the minced meat has been completed.
P01-20240203-123350-306 | Pick up the wooden spoon from the plastic package.
P01-20240203-123350-307 | Put the wooden spoon on an empty bowl to the right of the package to prepare for discarding the package while the spoon is still needed. Again, not putting the spoon on the countertop so that because it's dirty.
P01-20240203-123350-308 | Pick up the plastic package of meat that is now empty to be discarded from the countertop using the left hand.
P01-20240203-123350-309 | Gather the paper inside the plastic package using the right hand.
P01-20240203-123350-311 | Throw the paper that has been gathered and is in the right hand into the trash bin.
P01-20240203-123350-310 | Open the trash bin's lid using the right hand.
P01-20240203-123350-312 | Empty the content of the plastic package by turning it upside down on top of the trash bin, hitting it on the side of the bin, so that any content inside it would fall into the bin.
P01-20240203-123350-313 | tear off the cover of the plastic package.
P01-20240203-123350-314 | Throw the cover into the trash bin.
P01-20240203-123350-315 | Remove the remaining parts still attached to the sides of the package from the cover, by tearing it away.
P01-20240203-123350-316 | throw the torn plastic into the trash bin.
